Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
1555,LEGO Batman: The Videogame,PS2,2008,Action,Warner Bros. Interactive Entertainment,0.72,0.03,0,0.52,1.27
1556,Road Rash,PS,1995,Racing,Electronic Arts,0.71,0.48,0,0.08,1.27
1557,Pokemon Mystery Dungeon: Gates to Infinity,3DS,2012,Role-Playing,Nintendo,0.44,0.3,0.47,0.06,1.27
1558,Atlantis,2600,1981,Shooter,Imagic,1.18,0.08,0,0.01,1.27
1559,NBA 2K9,X360,2008,Sports,Take-Two Interactive,1,0.16,0,0.11,1.27
1560,WWE '12,X360,2011,Fighting,THQ,0.74,0.4,0,0.12,1.27
1561,Tony Hawk's Underground,XB,2003,Sports,Activision,0.85,0.37,0,0.05,1.27
1562,Hogan's Alley,NES,1984,Shooter,Nintendo,0.68,0.16,0.41,0.02,1.27
1563,The Elder Scrolls Online,XOne,2015,Role-Playing,Bethesda Softworks,0.77,0.38,0,0.12,1.27
1564,Jillian Michaels' Fitness Ultimatum 2009,Wii,2008,Sports,Deep Silver,0.96,0.2,0,0.11,1.27
1565,.hack//Infection Part 1,PS2,2002,Role-Playing,Atari,0.49,0.38,0.26,0.13,1.27
1566,Rockstar Games presents Table Tennis,Wii,2007,Sports,Take-Two Interactive,0.39,0.73,0,0.15,1.27
1567,Sonic Adventure DX: Director's Cut,GC,2003,Platform,Sega,0.87,0.3,0.06,0.03,1.27
1568,Jet Li: Rise to Honor,PS2,2004,Action,Sony Computer Entertainment,0.62,0.48,0,0.16,1.27
1569,Battle Arena Toshinden,PS,1994,Fighting,Sony Computer Entertainment,0.39,0.26,0.53,0.08,1.27
1570,Yokai Watch 3,3DS,2016,Action,Level 5,0,0,1.27,0,1.27
1571,Kung Fu Panda,DS,2008,Action,Activision,0.56,0.57,0,0.14,1.26
1572,Tamagotchi Connection: Corner Shop,DS,2005,Simulation,Atari,0.1,0.02,1.12,0.01,1.26
1573,Football Manager 2011,PC,2010,Sports,Sega,0,1.01,0,0.25,1.26
1574,Devil Dice,PS,1998,Puzzle,THQ,0.05,0.03,1.1,0.08,1.26
1575,Final Fantasy IV,DS,2007,Simulation,Square Enix,0.54,0.05,0.62,0.05,1.26
1576,Hyrule Warriors,WiiU,2014,Action,Nintendo,0.61,0.42,0.13,0.1,1.26
1577,Need for Speed Carbon,PS3,2006,Racing,Electronic Arts,0.49,0.52,0.03,0.21,1.26
1578,Championship Manager 03/04,PC,2003,Sports,Eidos Interactive,0,1.15,0,0.11,1.26
1579,Brian Lara Cricket,PS,1998,Sports,Codemasters,0.02,1.13,0.01,0.1,1.26
1580,Ratatouille,DS,2007,Action,THQ,0.5,0.62,0,0.14,1.26
1581,Wheel of Fortune,PS,1998,Misc,Hasbro Interactive,0.99,0.22,0,0.04,1.26
1582,LEGO The Lord of the Rings,X360,2012,Action,Warner Bros. Interactive Entertainment,0.63,0.51,0,0.11,1.26
1583,Winter Sports: The Ultimate Challenge,Wii,2007,Sports,RTL,0.45,0.68,0,0.12,1.26
1584,SOCOM: U.S. Navy SEALs Confrontation,PS3,2008,Shooter,Sony Computer Entertainment,0.94,0.17,0.02,0.13,1.25
1585,NBA Live 2001,PS,2000,Sports,Electronic Arts,0.7,0.47,0,0.08,1.25
1586,Star Wars: The Force Unleashed,PS2,2008,Action,LucasArts,0.49,0,0.01,0.75,1.25
1587,Combat,2600,N/A,Action,Atari,1.17,0.07,0,0.01,1.25
1588,Tom Clancy's Rainbow Six: Vegas,PS3,2007,Shooter,Ubisoft,0.47,0.53,0.03,0.22,1.25
1589,Dragon Ball: Daimaou Fukkatsu,NES,1988,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25
1590,Gegege no Kitarou 2: Youkai Gundan no Chousen,NES,1987,Role-Playing,Namco Bandai Games,0,0,1.25,0,1.25
1591,Reel Fishing,PS,1996,Sports,Natsume,0.99,0.13,0.1,0.04,1.25
1592,Injustice: Gods Among Us,PS3,2013,Fighting,Warner Bros. Interactive Entertainment,0.48,0.53,0.01,0.23,1.25
1593,Pokemon XD: Gale of Darkness,GC,2005,Role-Playing,Nintendo,0.71,0.19,0.31,0.03,1.25
1594,Black,PS2,2006,Shooter,Electronic Arts,1.01,0.04,0.03,0.16,1.25
1595,RollerCoaster Tycoon 2,PC,2002,Strategy,Atari,1.19,0.05,0,0,1.25
1596,Lara Croft Tomb Raider: The Angel of Darkness,PS2,2003,Action,Eidos Interactive,0.61,0.48,0,0.16,1.25
1597,Tom Clancy's Splinter Cell: Pandora Tomorrow,PS2,2004,Action,Ubisoft,0.52,0.56,0,0.17,1.25
1598,Road Rash 3D,PS,1998,Racing,Electronic Arts,1.05,0.16,0,0.04,1.25
1599,Ratchet: Deadlocked,PS2,2005,Shooter,Sony Computer Entertainment,0.85,0.03,0.22,0.14,1.24
1600,Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,Virgin Interactive,0.61,0.48,0,0.16,1.24
1601,Transformers: Autobots / Decepticons,DS,2007,Action,Activision,1.12,0.03,0,0.09,1.24
1602,Tales of Xillia,PS3,2011,Role-Playing,Namco Bandai Games,0.29,0.19,0.67,0.09,1.24
1603,Diddy Kong Racing DS,DS,2007,Racing,Nintendo,1.1,0.04,0,0.1,1.24
1604,[Prototype],PS3,2009,Action,Activision,0.65,0.41,0,0.19,1.24
1605,Assassin's Creed: Bloodlines,PSP,2009,Action,Ubisoft,0.43,0.48,0.05,0.28,1.24
1606,Oddworld: Abe's Oddysee,PS,1997,Platform,GT Interactive,0.75,0.44,0,0.06,1.24
1607,The Witcher 3: Wild Hunt,XOne,2015,Role-Playing,Namco Bandai Games,0.66,0.47,0,0.11,1.24
1608,Ridge Racer V,PS2,2000,Action,Namco Bandai Games,0.24,0.19,0.75,0.06,1.24
1609,WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,THQ,0.69,0,0,0.55,1.24
1610,Tetris 2 (All region sales),GB,1992,Puzzle,Nintendo,0.56,0.22,0.43,0.03,1.24
1611,Star Wars Episode III: Revenge of the Sith,XB,2005,Action,Activision,0.82,0.38,0,0.04,1.24
1612,Ben 10: Protector of Earth,Wii,2007,Action,D3Publisher,0.55,0.55,0,0.13,1.23
1613,Frogger: The Great Quest,PS2,2001,Platform,Konami Digital Entertainment,0.6,0.47,0,0.16,1.23
1614,2010 FIFA World Cup South Africa,PS3,2010,Sports,Electronic Arts,0.3,0.64,0.07,0.22,1.23
1615,Ninja Gaiden,XB,2004,Action,Microsoft Game Studios,0.92,0.2,0.07,0.04,1.23
1616,Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,Universal Interactive,0.59,0.57,0,0.07,1.23
1617,Driv3r,PS2,2004,Racing,Atari,0.6,0.47,0,0.16,1.23
1618,Disney's Tarzan / Disney's Aladdin in Nasira's Revenge / Disney's The Emperor's New Groove Action Game,PS,2003,Misc,Sony Computer Entertainment,0.69,0.47,0,0.08,1.23
1619,Farming Simulator 2015,PC,2014,Simulation,Focus Home Interactive,0.08,1.02,0,0.13,1.23
1620,Guitar Hero: Aerosmith,X360,2008,Misc,Activision,1,0.14,0,0.1,1.23
1621,Medal of Honor: Airborne,PS3,2007,Shooter,Electronic Arts,0.25,0.7,0.03,0.25,1.23
1622,Kirby Tilt 'n' Tumble,GB,2000,Puzzle,Nintendo,0.29,0.17,0.75,0.02,1.23
1623,SpongeBob SquarePants: Battle for Bikini Bottom,GBA,2003,Platform,THQ,0.88,0.33,0,0.02,1.23
1624,Vigilante 8,PS,1998,Racing,Activision,0.68,0.47,0,0.08,1.23
1625,Castlevania,NES,1986,Platform,Konami Digital Entertainment,0.54,0.06,0.62,0.01,1.23
1626,Donkey Kong Country 2,GBA,2004,Platform,Nintendo,0.79,0.27,0.12,0.04,1.23
1627,Bayonetta,PS3,2009,Action,Sega,0.44,0.41,0.21,0.17,1.23
1628,"WarioWare, Inc.: Mega MicroGame$",GBA,2003,Puzzle,Nintendo,0.4,0.11,0.7,0.02,1.23
1629,Star Wars: Battlefront II,PSP,2005,Shooter,LucasArts,1.05,0.06,0.01,0.11,1.23
1630,Madden NFL 17,PS4,2016,Sports,Electronic Arts,0.92,0.08,0,0.23,1.23
1631,Boom Blox,Wii,2008,Puzzle,Electronic Arts,0.72,0.38,0,0.12,1.23
1632,Fallout 4,PC,2015,Role-Playing,Bethesda Softworks,0.5,0.63,0,0.1,1.23
1633,The Sims 2: Castaway,Wii,2007,Simulation,Electronic Arts,0.45,0.64,0,0.14,1.23
1634,LEGO Batman 2: DC Super Heroes,PS3,2012,Action,Warner Bros. Interactive Entertainment,0.5,0.53,0,0.2,1.22
1635,Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,Namco Bandai Games,0.42,0.47,0.15,0.18,1.22
1636,Mario Power Tennis,GC,2004,Sports,Nintendo,0.58,0.16,0.46,0.03,1.22
1637,Intelligent Qube,PS,1997,Puzzle,Sony Computer Entertainment,0.13,0.07,1,0.02,1.22
1638,Game & Watch Gallery 2,GB,1997,Misc,Nintendo,0.76,0.3,0.12,0.04,1.22
1639,Game & Watch Gallery 3,GB,1999,Misc,Nintendo,0.79,0.31,0.08,0.04,1.22
1640,Pac-Man,NES,1984,Puzzle,Namco Bandai Games,0.27,0.08,0.85,0.02,1.22
1641,Parfait: Chocolat Second Style,PS2,2006,Adventure,Alchemist,0.59,0.46,0.01,0.15,1.22
1642,F1 2011,PS3,2011,Racing,Codemasters,0.12,0.75,0.11,0.25,1.22
1643,Cars,PSP,2006,Racing,THQ,0.72,0.29,0,0.21,1.22
1644,NBA Live 99,PS,1997,Sports,Electronic Arts,1.13,0.05,0,0.03,1.22
1645,Chocobo no Fushigi Dungeon,PS,1997,Role-Playing,SquareSoft,0,0,1.14,0.08,1.22
1646,Golden Sun: The Lost Age,GBA,2002,Role-Playing,Nintendo,0.61,0.27,0.27,0.07,1.22
1647,SimCity 2000,PS,1996,Simulation,Maxis,0.68,0.46,0,0.08,1.22
1648,Max Payne,XB,2001,Shooter,Take-Two Interactive,0.98,0.19,0,0.05,1.22
1649,WCW Mayhem,PS,1998,Fighting,Electronic Arts,0.68,0.46,0,0.08,1.22
1650,NBA 2K2,PS2,2002,Sports,Sega,0.59,0.46,0.01,0.15,1.22
1651,NASCAR Thunder 2003,PS2,N/A,Racing,Unknown,0.6,0.46,0,0.16,1.22
1652,Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,Capcom,0.55,0.44,0.14,0.09,1.22
1653,Cars,PS2,2006,Racing,THQ,1.01,0.04,0,0.16,1.21
1654,Fuzion Frenzy,XB,2001,Misc,Microsoft Game Studios,0.93,0.24,0,0.04,1.21
1655,Call of Duty: Finest Hour,XB,2004,Shooter,Activision,0.78,0.4,0,0.04,1.21
1656,FIFA Soccer 11,PSP,2010,Sports,Electronic Arts,0.13,0.7,0.01,0.37,1.21
1657,Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,Sony Computer Entertainment,1.03,0.14,0,0.04,1.21
1658,LEGO Indiana Jones 2: The Adventure Continues,DS,2009,Action,Activision,0.66,0.43,0,0.12,1.21
1659,The Magical Quest starring Mickey Mouse,SNES,1992,Platform,Capcom,0.66,0.17,0.35,0.03,1.21
1660,Dragon Quest IV: Michibikareshi Monotachi,PS,2001,Role-Playing,Enix Corporation,0,0,1.2,0.01,1.21
1661,Star Wars Episode 1: Jedi Power Battles,PS,1999,Action,LucasArts,0.66,0.48,0.01,0.06,1.21
1662,Dino Crisis 2,PS,2000,Action,Virgin Interactive,0.34,0.49,0.28,0.1,1.21
1663,Need for Speed Underground,GC,2003,Racing,Electronic Arts,0.69,0.48,0.01,0.03,1.21
1664,Shrek / Shrek 2 2-in-1 Gameboy Advance Video,GBA,2007,Misc,N/A,0.87,0.32,0,0.02,1.21
1665,Test Drive 4,PS,1997,Racing,Electronic Arts,0.67,0.46,0,0.08,1.21
1666,FIFA Soccer 07,PSP,2006,Sports,Electronic Arts,0.24,0.65,0,0.32,1.21
1667,World Soccer Winning Eleven 9 (JP & Others sales),PSP,2005,Sports,Konami Digital Entertainment,0.01,0.88,0.31,0,1.2
1668,The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,Black Label Games,0.59,0.46,0,0.15,1.2
1669,LEGO Star Wars III: The Clone Wars,PS3,2011,Action,LucasArts,0.52,0.49,0,0.2,1.2
1670,ATV Offroad Fury 3,PS2,2004,Racing,SouthPeak Games,1,0.04,0,0.16,1.2
1671,Pikmin 2,GC,2004,Strategy,Nintendo,0.48,0.13,0.56,0.03,1.2
1672,Just Dance 2016,Wii,2015,Misc,Ubisoft,0.52,0.59,0,0.1,1.2
1673,Disney Sing It,Wii,2008,Misc,Disney Interactive Studios,0.77,0.31,0,0.12,1.2
1674,Battlefield: Hardline,XOne,2015,Shooter,Electronic Arts,0.72,0.37,0.01,0.11,1.2
1675,WWE 2K16,PS4,2015,Sports,Take-Two Interactive,0.41,0.6,0,0.19,1.2
1676,Dragon Ball Z: La Legende Saien,SNES,1993,Fighting,Namco Bandai Games,0,0,1.2,0,1.2
1677,TwinBee,NES,1986,Shooter,Konami Digital Entertainment,0,0,1.2,0,1.2
1678,Ganbare Goemon! Karakuri Douchuu,NES,1986,Platform,Konami Digital Entertainment,0,0,1.2,0,1.2
1679,NFL 2K,DC,1999,Sports,Sega,1.12,0.05,0,0.02,1.2
1680,SolarStriker,GB,1989,Shooter,Nintendo,0.4,0.39,0.36,0.04,1.2
1681,Enter the Matrix,XB,2003,Action,Atari,0.72,0.43,0.01,0.04,1.2
1682,NHL 2002,PS2,2001,Sports,Electronic Arts,0.59,0.46,0,0.15,1.2
1683,Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,Nintendo,0.74,0.03,0.36,0.07,1.2
1684,PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,Nintendo,0.55,0.17,0.42,0.06,1.2
1685,One Piece: Pirate Warriors,PS3,2012,Action,Namco Bandai Games,0.01,0.24,0.86,0.09,1.2
1686,WWE 2K14,PS3,2013,Sports,Take-Two Interactive,0.49,0.49,0,0.21,1.19
1687,Metal Gear Solid: Portable Ops,PSP,2006,Action,Konami Digital Entertainment,0.38,0.35,0.38,0.09,1.19
1688,Nuclear Strike,PS,1997,Simulation,Electronic Arts,0.66,0.45,0,0.08,1.19
1689,Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,Nintendo,0.56,0.36,0.19,0.09,1.19
1690,WWE SmackDown vs Raw 2008,PSP,2007,Fighting,THQ,0.45,0.47,0,0.28,1.19
1691,The Simpsons: Road Rage,GBA,2003,Racing,THQ,0.86,0.32,0,0.02,1.19
1692,Pro Evolution Soccer 2008,Wii,2008,Sports,Konami Digital Entertainment,0.09,0.84,0.11,0.15,1.19
1693,SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,THQ,0.92,0.23,0,0.04,1.19
1694,Mario & Sonic at the London 2012 Olympic Games,3DS,2012,Sports,Sega,0.18,0.64,0.27,0.1,1.19
1695,Scarface: The World is Yours,PS2,2006,Action,Vivendi Games,0.99,0.04,0,0.16,1.19
1696,Kobe Bryant in NBA Courtside,N64,1998,Sports,Nintendo,1.02,0.13,0.04,0.01,1.19
1697,Disney's Chip 'n Dale: Rescue Rangers,NES,1990,Platform,Capcom,0.68,0.14,0.35,0.02,1.19
1698,The Dukes of Hazzard: Racing for Home,PS,1999,Racing,Ubisoft,0.99,0.16,0,0.04,1.19
1699,Hitman 2: Silent Assassin,XB,N/A,Action,Eidos Interactive,0.76,0.38,0,0.05,1.19
1700,FIFA 14,XOne,2013,Sports,Electronic Arts,0.41,0.66,0,0.12,1.19
1701,Spider-Man: The Movie,GC,2002,Action,Activision,0.86,0.27,0.01,0.04,1.19
1702,Final Fantasy I & II: Dawn of Souls,GBA,2004,Role-Playing,Nintendo,0.64,0.24,0.29,0.02,1.19
1703,NBA 2K17,PS4,2016,Sports,Take-Two Interactive,0.83,0.14,0,0.22,1.19
1704,Pokemon Super Mystery Dungeon,3DS,2015,Role-Playing,Nintendo,0.46,0.31,0.33,0.08,1.19
1705,Just Dance 4,X360,2012,Misc,Ubisoft,0.9,0.2,0,0.08,1.19
1706,Metal Gear Solid VR Missions,PS,1999,Adventure,Konami Digital Entertainment,0.66,0.45,0,0.08,1.18
1707,Pole Position,2600,1982,Racing,Atari,1.1,0.07,0,0.01,1.18
1708,Resident Evil: Operation Raccoon City,PS3,2012,Action,Capcom,0.48,0.25,0.36,0.1,1.18
1709,LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,LucasArts,0.4,0.49,0,0.29,1.18
1710,Pro Yakyuu Family Stadium '88,NES,1988,Sports,Namco Bandai Games,0.1,0,1.08,0,1.18
1711,Shenmue,DC,1999,Adventure,Sega,0.52,0.24,0.38,0.04,1.18
1712,Mario Tennis,GB,2000,Sports,Nintendo,0.5,0.18,0.44,0.06,1.18
1713,Tony Hawk's Pro Skater 2,GBA,2001,Sports,Activision,0.85,0.31,0,0.02,1.18
1714,WWE '12,PS3,2011,Fighting,THQ,0.53,0.46,0.02,0.17,1.18
1715,WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,THQ,0.48,0.49,0.01,0.2,1.18
1716,Plants vs. Zombies,DS,2011,Strategy,Mastertronic,0.95,0.15,0,0.08,1.18
1717,Sonic the Hedgehog,PS3,2006,Platform,Sega,0.41,0.07,0.04,0.66,1.18
1718,Super Ghouls 'n Ghosts,SNES,1991,Platform,Capcom,0.5,0.14,0.52,0.02,1.18
1719,Spore,PC,2008,Strategy,Electronic Arts,0.03,1.06,0,0.09,1.17
1720,Soviet Strike,PS,1996,Simulation,Electronic Arts,0.65,0.44,0,0.08,1.17
1721,Your Shape: Fitness Evolved 2012,X360,2011,Sports,Ubisoft,0.7,0.37,0,0.1,1.17
1722,Army of Two,PS3,2008,Shooter,Electronic Arts,0.74,0.26,0.02,0.15,1.17
1723,Gun,PS2,2005,Shooter,Activision,0.98,0.04,0,0.16,1.17
1724,Ty the Tasmanian Tiger,PS2,2002,Platform,Electronic Arts,0.57,0.45,0,0.15,1.17
1725,Wario Land: Shake It!,Wii,2008,Platform,Nintendo,0.6,0.31,0.15,0.11,1.17
1726,Sonic Rush Adventure,DS,2007,Platform,Sega,0.54,0.49,0.01,0.12,1.17
1727,Medal of Honor: Warfighter,X360,2012,Action,Electronic Arts,0.58,0.47,0.01,0.1,1.17
1728,Mega Man 3,NES,1990,Platform,Capcom,0.68,0.1,0.39,0,1.17
1729,Ratchet & Clank (2016),PS4,2016,Platform,Sony Computer Entertainment,0.32,0.64,0.04,0.18,1.17
1730,Mission: Impossible,N64,1997,Action,Ocean,0.74,0.38,0.02,0.03,1.17
1731,Romancing SaGa 2,SNES,1993,Role-Playing,SquareSoft,0,0,1.17,0,1.17
1732,Cabela's Dangerous Hunts,PS2,2003,Sports,Zoo Digital Publishing,0.57,0.45,0,0.15,1.17
1733,Cool Boarders 4,PS,1998,Sports,989 Studios,0.65,0.44,0,0.08,1.17
1734,Rage Racer,PS,1996,Racing,Sony Computer Entertainment,0.16,0.11,0.83,0.08,1.17
1735,Medal of Honor: Rising Sun,XB,2003,Shooter,Electronic Arts,0.76,0.36,0,0.05,1.17
1736,Football Manager 2013,PC,2012,Sports,Sega,0,0.95,0,0.22,1.17
1737,Destruction Derby 2,PS,1996,Racing,Psygnosis,0.65,0.44,0,0.08,1.17
1738,Mirror's Edge,X360,2008,Platform,Electronic Arts,0.51,0.51,0.01,0.13,1.17
1739,Destiny: The Taken King,XOne,2015,Shooter,Activision,0.82,0.23,0,0.11,1.17
1740,Mario vs. Donkey Kong,GBA,2004,Puzzle,Nintendo,0.68,0.25,0.21,0.02,1.17
1741,007: Quantum of Solace,PS3,2008,Action,Activision,0.43,0.52,0.02,0.2,1.16
1742,EA Sports Active: More Workouts,Wii,2009,Sports,Electronic Arts,0.78,0.28,0,0.1,1.16
1743,Fallout: New Vegas,PC,2010,Role-Playing,Bethesda Softworks,0.58,0.45,0,0.14,1.16
1744,Need for Speed: Most Wanted,PSV,2012,Racing,Electronic Arts,0.38,0.52,0.01,0.25,1.16
1745,Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,Square Enix,0.45,0.25,0.3,0.16,1.16
1746,Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,Take-Two Interactive,0.97,0.04,0,0.16,1.16
1747,Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,Ubisoft,0.57,0.44,0,0.15,1.16
1748,SingStar,PS3,2007,Misc,Sony Computer Entertainment,0.45,0.58,0,0.13,1.16
1749,Bushido Blade,PS,1997,Fighting,Sony Computer Entertainment,0.39,0.27,0.43,0.08,1.16
1750,LEGO Star Wars III: The Clone Wars,DS,2011,Action,LucasArts,0.66,0.39,0,0.11,1.16
1751,NASCAR Thunder 2002,PS2,2001,Racing,Electronic Arts,0.57,0.44,0,0.15,1.16
1752,Jet Force Gemini,N64,1999,Shooter,Nintendo,0.78,0.28,0.07,0.02,1.16
1753,Mega Man X,SNES,1993,Platform,Capcom,0.57,0.08,0.5,0.01,1.16
1754,Yu-Gi-Oh! The Sacred Cards (American and Others sales),GBA,2002,Role-Playing,Konami Digital Entertainment,0.84,0.27,0,0.05,1.16
1755,Sega Rally Championship,SAT,1995,Racing,Sega,0.21,0.16,0.77,0.02,1.16
1756,Test Drive: Off Road,PS,1997,Racing,Eidos Interactive,0.65,0.44,0,0.08,1.16
1757,Medal of Honor Heroes 2,PSP,2007,Shooter,Electronic Arts,0.5,0.39,0.02,0.25,1.16
1758,Sniper: Ghost Warrior,X360,2010,Shooter,City Interactive,0.54,0.51,0,0.12,1.16
1759,Rocksmith,PS3,2011,Misc,Ubisoft,0.52,0.38,0.09,0.17,1.16
1760,LEGO Star Wars: The Video Game,XB,2005,Action,Eidos Interactive,0.83,0.28,0,0.05,1.16
1761,FIFA Soccer 10,PSP,2009,Sports,Electronic Arts,0.15,0.68,0.01,0.32,1.16
1762,Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,Electronic Arts,0.51,0.54,0,0.1,1.16
15704,GA - Geijutsuka Art Design Class: Slapstick Wonder Land,PSP,2010,Adventure,Russel,0,0,0.02,0,0.02
15705,Planetarian: Chiisana Hoshi no Yume,PSP,2009,Adventure,Prototype,0,0,0.02,0,0.02
15706,Roommate Asami: Okusama wa Joshikousei,PS2,2002,Adventure,Datam Polystar,0,0,0.02,0,0.02
15707,Cabbage Patch Kids: The Patch Puppy Rescue,GBA,2007,Misc,D3Publisher,0.01,0,0,0,0.02
15708,Sarah: Keeper of the Unicorn,DS,2009,Adventure,DreamCatcher Interactive,0.02,0,0,0,0.02
15709,Pirates: Legend of the Black Buccaneer,PS2,2006,Adventure,10TACLE Studios,0.01,0.01,0,0,0.02
15710,Back to the Future: The Game,XOne,2015,Adventure,Telltale Games,0,0.02,0,0,0.02
15711,Post Mortem,PC,2003,Adventure,Microids,0,0.01,0,0,0.02
15712,Ultraman Star Chronicles,PSP,2013,Strategy,Namco Bandai Games,0,0,0.02,0,0.02
15713,Ginga Tetsudou 999 DS,DS,2010,Adventure,Culture Brain,0,0,0.02,0,0.02
15714,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.3,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15715,Amagoushi no Yakata,PS2,2007,Adventure,Nippon Ichi Software,0,0,0.02,0,0.02
15716,Aedis Eclipse: Generation of Chaos,PSP,2006,Role-Playing,Idea Factory,0.02,0,0,0,0.02
15717,This War of Mine,PS4,2016,Action,Deep Silver,0,0.01,0,0,0.02
15718,Franklin: A Birthday Surprise,PS2,2006,Misc,Game Factory,0.01,0.01,0,0,0.02
15719,Nil Admirari no Tenbin: Teito Genwaku Toukidan,PSV,2016,Adventure,Idea Factory,0,0,0.02,0,0.02
15720,Without Warning,XB,N/A,Shooter,Capcom,0.01,0,0,0,0.02
15721,Marvel Superheroes 3D: Grandmaster's Challenge,Wii,2010,Action,Neko Entertainment,0,0.01,0,0,0.02
15722,Suzunone Seven: Rebirth Knot,PS2,2010,Adventure,Alchemist,0,0,0.02,0,0.02
15723,Arslan: The Warriors of Legend,XOne,2016,Action,Tecmo Koei,0.01,0,0,0,0.02
15724,"Hanayaka Kana, Ware ga Ichizoku: Tasogare Polarstar",PSP,2013,Adventure,Idea Factory,0,0,0.02,0,0.02
15725,Zoids Dash,DS,2006,Role-Playing,Tomy Corporation,0,0,0.02,0,0.02
15726,Digimon Rumble Arena,PS,2001,Fighting,Namco Bandai Games,0.01,0.01,0,0,0.02
15727,Vitamin X Evolution Plus,PSP,2010,Adventure,D3Publisher,0,0,0.02,0,0.02
15728,Disciples III: Renaissance,PC,2010,Strategy,Kalypso Media,0,0.01,0,0,0.02
15729,Revolution: 25th Anniversary Collection,PC,2016,Adventure,Koch Media,0,0.02,0,0,0.02
15730,MX vs. ATV Supercross Encore,XOne,2015,Sports,Nordic Games,0.02,0,0,0,0.02
15731,Final Fight: Streetwise,XB,2006,Action,Capcom,0.01,0,0,0,0.02
15732,Goblin Commander: Unleash the Horde,GC,2003,Strategy,Jaleco,0.01,0,0,0,0.02
15733,Super Speed Machines,DS,2009,Racing,Midas Interactive Entertainment,0.02,0,0,0,0.02
15734,Nano Diver,PSP,2011,Action,Takara Tomy,0,0,0.02,0,0.02
15735,Elkrone no Atelier: Dear for Otomate,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
15736,DJ Star,DS,2009,Misc,Deep Silver,0.01,0,0,0,0.02
15737,Top Gear RPM Tuning,XB,2005,Racing,Wanadoo,0.01,0,0,0,0.02
15738,Cookie & Cream,DS,2007,Platform,505 Games,0.01,0,0,0,0.02
15739,Memories Off: Yubikiri no Kioku,X360,2010,Adventure,5pb,0,0,0.02,0,0.02
15740,Otometeki Koi Kakumei * Love Revo!! DS,DS,2008,Adventure,GungHo,0,0,0.02,0,0.02
15741,Clue / Mouse Trap / Perfection / Aggravation,DS,2006,Misc,Unknown,0.02,0,0,0,0.02
15742,Football Manager 2007,X360,N/A,Sports,Sega,0,0.01,0,0,0.02
15743,TV Anime Idolm@ster: Cinderella Girls G4U! Pack Vol.4,PS3,2015,Action,Namco Bandai Games,0,0,0.02,0,0.02
15744,Elven Legacy Collection,PC,2010,Strategy,Paradox Interactive,0,0.01,0,0,0.02
15745,My Ballet Studio,DS,2009,Simulation,505 Games,0.01,0,0,0,0.02
15746,Postman Pat: Special Delivery Service,DS,2009,Misc,GSP,0,0.01,0,0,0.02
15747,Cross + Channel,PSP,2010,Adventure,CyberFront,0,0,0.02,0,0.02
15748,LEGO Star Wars II: The Original Trilogy,PC,2006,Action,Activision,0,0.01,0,0,0.02
15749,Summer Challenge: Athletics Tournament,Wii,2011,Sports,PQube,0,0.01,0,0,0.02
15750,Kochira Katsushikaku Kameari Kouenmae Hashutsujo: Machiteba Tengoku! Makereba Jigoku! Ryoutsuryuu Ikkakusenkin Daisakusen!,DS,2010,Misc,Namco Bandai Games,0,0,0.02,0,0.02
15751,Just Cause,PC,2006,Action,Eidos Interactive,0,0.01,0,0,0.02
15752,Abunai: Koi no Sousa Shitsu,PSV,2015,Action,Asgard,0,0,0.02,0,0.02
15753,Blazing Angels: Squadrons of WWII,PC,2006,Simulation,Ubisoft,0.01,0,0,0,0.02
15754,Let's Yoga!,DS,2007,Misc,Konami Digital Entertainment,0,0,0.02,0,0.02
15755,Zero no Tsukaima: Muma ga Tsumugu Yokaze no Nocturne,PS2,2007,Adventure,Marvelous Interactive,0,0,0.02,0,0.02
15756,Memories Off: Yubikiri no Kikou,PSP,2011,Adventure,5pb,0,0,0.02,0,0.02
15757,L.G.S: Shinsetsu Houshinengi,PSP,2012,Action,Idea Factory,0,0,0.02,0,0.02
